10 100
1 4000 40
2 1000 20
3 4000 20
4 2000 50
5 2000 40
6 1000 80
7 3000 30
8 3000 20
9 2000 60
10 3000 90
11 4000 70
12 2000 80
13 2000 70
14 4000 10
15 3000 20
16 2000 60
17 2000 80
18 1000 50
19 4000 90
20 1000 40
21 2000 90
22 1000 30
23 3000 60
24 4000 100
25 1000 70
26 4000 100
27 3000 30
28 4000 20
29 3000 70
30 2000 30
31 1000 40
32 2000 70
33 1000 80
34 4000 50
35 2000 30
36 1000 20
37 2000 100
38 1000 20
39 4000 80
40 3000 70
41 3000 10
42 1000 10
43 2000 60
44 3000 70
45 2000 90
46 1000 40
47 4000 100
48 2000 80
49 1000 40
