10 100
1 2000 70
2 2000 20
3 4000 60
4 2000 10
5 3000 100
6 2000 20
7 2000 80
8 4000 80
9 2000 100
10 2000 70
11 2000 60
12 4000 80
13 3000 50
14 4000 70
15 1000 80
16 3000 50
17 3000 90
18 2000 90
19 3000 10
20 1000 10
21 1000 90
22 3000 10
23 4000 50
24 3000 10
25 1000 30
26 3000 40
27 3000 60
28 4000 70
29 2000 50
30 3000 20
31 2000 90
32 4000 50
33 4000 30
34 1000 30
35 2000 60
36 4000 90
37 3000 60
38 3000 20
39 2000 90
40 1000 90
41 1000 10
42 2000 30
43 1000 50
44 5000 80
45 2000 40
46 2000 30
47 3000 80
48 1000 30
