10 100
1 3000 40
2 4000 30
3 4000 80
4 2000 10
5 2000 70
6 3000 50
7 1000 80
8 2000 50
9 2000 20
10 1000 40
11 3000 30
12 4000 80
13 4000 90
14 2000 50
15 2000 80
16 3000 40
17 1000 10
18 2000 50
19 3000 40
20 1000 90
21 4000 10
22 4000 50
23 3000 90
24 1000 60
25 3000 50
26 1000 10
27 2000 40
28 3000 30
29 4000 70
30 2000 10
31 2000 80
32 3000 80
33 4000 100
34 4000 10
35 1000 10
36 1000 50
37 4000 70
38 1000 20
39 3000 100
40 3000 80
41 3000 90
42 1000 20
43 3000 10
44 2000 90
45 4000 30
46 1000 60
47 1000 50
48 1000 40
