10 100
1 4000 80
2 4000 30
3 3000 40
4 2000 10
5 1000 10
6 1000 10
7 2000 40
8 4000 30
9 3000 90
10 3000 100
11 3000 80
12 2000 50
13 1000 70
14 1000 100
15 4000 40
16 1000 60
17 3000 30
18 3000 80
19 3000 90
20 1000 80
21 2000 10
22 4000 80
23 4000 100
24 3000 90
25 3000 80
26 3000 10
27 3000 100
28 3000 20
29 1000 70
30 3000 100
31 3000 90
32 3000 40
33 3000 80
34 4000 10
35 1000 40
36 3000 60
37 2000 50
38 2000 20
39 3000 40
40 3000 90
41 3000 100
42 1000 100
43 4000 80
44 2000 60
45 3000 60
46 4000 80
