10 100
1 4000 40
2 3000 20
3 2000 20
4 1000 20
5 3000 50
6 3000 70
7 1000 40
8 1000 60
9 3000 50
10 2000 30
11 2000 90
12 1000 90
13 3000 10
14 1000 60
15 1000 40
16 1000 70
17 3000 70
18 2000 90
19 3000 100
20 2000 50
21 2000 10
22 2000 30
23 3000 90
24 2000 50
25 4000 30
26 2000 50
27 4000 60
28 4000 20
29 3000 90
30 4000 100
31 4000 20
32 2000 30
33 1000 70
34 3000 90
35 3000 40
36 1000 10
37 1000 70
38 1000 20
39 1000 10
40 1000 10
41 2000 50
42 2000 60
43 3000 10
44 1000 60
45 4000 60
46 2000 30
47 2000 40
48 3000 100
