10 100
1 1000 60
2 1000 10
3 4000 90
4 4000 80
5 4000 50
6 3000 30
7 2000 40
8 3000 100
9 4000 50
10 4000 60
11 1000 60
12 3000 60
13 2000 20
14 1000 30
15 4000 90
16 3000 50
17 1000 50
18 3000 90
19 4000 50
20 3000 70
21 1000 40
22 2000 60
23 2000 80
24 1000 30
25 1000 50
26 3000 90
27 1000 40
28 1000 90
29 4000 60
30 4000 80
31 3000 60
32 2000 90
33 2000 100
34 4000 40
35 1000 60
36 2000 50
37 2000 20
38 1000 70
39 1000 70
40 3000 30
41 4000 40
42 1000 40
43 2000 60
44 3000 50
45 1000 70
46 4000 70
47 2000 70
48 3000 50
49 3000 70
50 2000 10
