10 100
1 4000 100
2 4000 50
3 4000 60
4 4000 10
5 4000 90
6 1000 40
7 4000 70
8 4000 100
9 4000 80
10 2000 100
11 2000 30
12 2000 100
13 4000 30
14 3000 80
15 1000 70
16 4000 80
17 2000 100
18 4000 50
19 2000 20
20 4000 20
21 4000 70
22 1000 50
23 4000 70
24 2000 30
25 3000 70
26 2000 50
27 3000 30
28 2000 100
29 2000 100
30 1000 10
31 1000 60
32 4000 50
33 3000 10
34 1000 10
35 4000 70
36 3000 40
37 4000 20
38 3000 60
39 1000 80
40 3000 40
41 1000 70
42 2000 70
43 1000 30
44 3000 80
45 4000 70
46 1000 30
47 1000 90
