10 100
1 1000 80
2 3000 10
3 3000 60
4 4000 80
5 4000 100
6 1000 100
7 1000 40
8 1000 70
9 3000 70
10 2000 10
11 3000 70
12 4000 70
13 2000 40
14 3000 10
15 1000 90
16 1000 20
17 4000 20
18 1000 50
19 4000 90
20 4000 80
21 4000 90
22 4000 40
23 3000 100
24 3000 30
25 1000 50
26 3000 80
27 2000 70
28 3000 100
29 3000 40
30 4000 50
31 4000 10
32 3000 10
33 4000 70
34 4000 100
35 4000 100
36 2000 100
37 1000 80
38 1000 20
39 3000 50
40 1000 100
41 2000 100
42 4000 60
43 2000 10
44 1000 90
45 1000 70
46 2000 10
47 2000 10
