10 100
1 1000 30
2 3000 90
3 1000 50
4 4000 50
5 3000 10
6 3000 50
7 4000 40
8 4000 80
9 2000 40
10 4000 80
11 3000 40
12 1000 90
13 4000 30
14 2000 100
15 1000 90
16 3000 70
17 1000 90
18 1000 100
19 4000 100
20 2000 70
21 4000 70
22 3000 50
23 4000 80
24 1000 60
25 3000 10
26 1000 90
27 1000 60
28 1000 30
29 4000 70
30 3000 40
31 3000 80
32 4000 10
33 4000 90
34 2000 20
35 4000 50
36 4000 20
37 4000 100
38 1000 60
39 1000 10
40 2000 20
41 4000 60
42 1000 60
43 2000 100
44 2000 20
45 4000 100
46 3000 60
