10 100
1 2000 60
2 1000 60
3 1000 50
4 4000 30
5 4000 30
6 4000 10
7 1000 40
8 2000 10
9 2000 90
10 1000 50
11 3000 40
12 4000 60
13 3000 20
14 4000 90
15 1000 90
16 4000 20
17 1000 90
18 2000 80
19 2000 70
20 1000 30
21 3000 10
22 1000 100
23 2000 70
24 4000 20
25 3000 10
26 1000 10
27 1000 10
28 2000 50
29 3000 60
30 3000 20
31 3000 50
32 3000 100
33 2000 50
34 1000 70
35 3000 90
36 1000 20
37 4000 40
38 1000 50
39 1000 20
40 2000 70
41 1000 60
42 1000 100
43 1000 100
44 2000 70
45 1000 10
46 3000 10
47 3000 50
48 2000 90
49 4000 10
50 2000 20
