10 100
1 2000 50
2 2000 60
3 1000 90
4 1000 20
5 2000 20
6 1000 10
7 4000 50
8 1000 100
9 1000 30
10 1000 80
11 4000 10
12 3000 100
13 2000 10
14 2000 10
15 4000 30
16 3000 80
17 1000 30
18 3000 90
19 1000 30
20 3000 20
21 2000 50
22 2000 40
23 4000 20
24 2000 50
25 3000 90
26 1000 20
27 1000 20
28 1000 30
29 4000 100
30 4000 10
31 2000 80
32 3000 20
33 3000 60
34 4000 30
35 2000 50
36 4000 30
37 4000 80
38 1000 30
39 2000 30
40 2000 70
41 1000 80
42 2000 40
43 3000 100
44 2000 30
45 4000 80
46 3000 40
