10 100
1 2000 90
2 4000 70
3 2000 100
4 3000 60
5 2000 60
6 1000 30
7 3000 30
8 2000 10
9 1000 70
10 1000 80
11 1000 30
12 4000 60
13 1000 90
14 3000 100
15 2000 60
16 1000 80
17 2000 30
18 4000 50
19 2000 20
20 2000 90
21 4000 40
22 1000 50
23 1000 50
24 3000 50
25 2000 40
26 4000 70
27 4000 70
28 1000 10
29 1000 100
30 3000 70
31 3000 20
32 4000 20
33 1000 20
34 1000 80
35 2000 80
36 1000 30
37 2000 10
38 2000 90
39 3000 40
40 4000 10
41 2000 90
42 3000 100
43 3000 90
44 3000 20
45 3000 40
46 4000 40
47 2000 60
48 1000 10
49 3000 50
50 1000 50
