10 100
1 3000 30
2 1000 50
3 3000 80
4 4000 70
5 2000 20
6 2000 80
7 1000 90
8 2000 90
9 1000 40
10 1000 10
11 2000 70
12 3000 30
13 2000 100
14 2000 20
15 2000 20
16 3000 30
17 3000 90
18 1000 40
19 1000 20
20 2000 80
21 3000 10
22 1000 90
23 2000 20
24 1000 10
25 3000 10
26 2000 20
27 1000 10
28 2000 100
29 2000 10
30 3000 90
31 4000 20
32 1000 70
33 3000 20
34 3000 90
35 4000 30
36 2000 70
37 3000 70
38 2000 80
39 3000 60
40 4000 40
41 4000 10
42 4000 40
43 3000 20
44 2000 50
45 1000 60
46 1000 80
47 4000 80
48 3000 10
