10 100
1 3000 20
2 2000 100
3 3000 10
4 3000 40
5 4000 10
6 2000 100
7 4000 20
8 3000 30
9 1000 30
10 4000 10
11 4000 20
12 2000 20
13 1000 100
14 2000 10
15 3000 70
16 3000 10
17 2000 20
18 2000 100
19 3000 40
20 4000 90
21 2000 50
22 3000 50
23 3000 40
24 1000 50
25 2000 100
26 4000 80
27 1000 80
28 2000 30
29 4000 100
30 1000 70
31 3000 20
32 1000 60
33 4000 90
34 3000 100
35 2000 20
36 2000 100
37 1000 100
38 2000 70
39 1000 50
40 4000 20
41 3000 100
42 4000 90
43 1000 90
44 1000 70
45 3000 60
