10 100
1 3000 20
2 2000 100
3 3000 60
4 4000 70
5 2000 100
6 4000 30
7 3000 20
8 1000 20
9 1000 30
10 4000 60
11 4000 100
12 1000 20
13 1000 90
14 4000 80
15 1000 80
16 3000 80
17 1000 100
18 2000 40
19 2000 90
20 2000 20
21 4000 40
22 3000 20
23 1000 40
24 4000 70
25 1000 40
26 1000 60
27 2000 10
28 3000 60
29 4000 60
30 2000 40
31 1000 90
32 1000 70
33 3000 20
34 2000 30
35 2000 30
36 4000 10
37 4000 10
38 4000 20
39 1000 80
40 4000 40
41 4000 10
42 3000 80
43 2000 60
44 4000 30
45 2000 90
46 3000 10
