10 100
1 3000 80
2 1000 90
3 2000 80
4 4000 100
5 2000 90
6 2000 80
7 4000 60
8 1000 70
9 4000 100
10 1000 100
11 2000 80
12 4000 30
13 4000 100
14 3000 90
15 4000 40
16 1000 20
17 2000 40
18 4000 60
19 2000 40
20 3000 70
21 2000 50
22 1000 30
23 1000 100
24 4000 10
25 2000 80
26 4000 50
27 3000 100
28 3000 50
29 4000 20
30 1000 100
31 3000 10
32 1000 70
33 4000 50
34 1000 60
35 4000 90
36 3000 40
37 1000 100
38 1000 50
39 3000 80
40 3000 90
41 2000 60
42 3000 20
43 2000 10
44 3000 60
45 2000 30
46 3000 80
47 1000 90
