10 100
1 2000 40
2 2000 50
3 2000 30
4 2000 10
5 1000 70
6 2000 90
7 1000 60
8 2000 90
9 4000 30
10 2000 100
11 3000 20
12 2000 50
13 1000 40
14 4000 60
15 4000 80
16 4000 60
17 1000 20
18 4000 20
19 3000 10
20 3000 50
21 3000 50
22 1000 40
23 2000 50
24 2000 60
25 2000 70
26 4000 100
27 4000 40
28 3000 100
29 2000 60
30 2000 80
31 1000 100
32 2000 70
33 1000 80
34 2000 80
35 4000 60
36 4000 80
37 2000 40
38 3000 20
39 2000 60
40 1000 70
41 2000 30
42 1000 20
43 3000 20
44 2000 70
45 2000 70
46 1000 50
47 3000 20
48 2000 80
