10 100
1 1000 40
2 1000 10
3 1000 90
4 3000 80
5 1000 70
6 1000 80
7 4000 20
8 1000 70
9 4000 90
10 2000 20
11 4000 30
12 3000 100
13 3000 20
14 3000 40
15 1000 90
16 2000 90
17 2000 50
18 3000 40
19 2000 100
20 4000 50
21 2000 20
22 2000 100
23 3000 20
24 4000 100
25 2000 70
26 3000 40
27 3000 100
28 2000 30
29 1000 40
30 4000 60
31 1000 60
32 3000 60
33 4000 50
34 2000 70
35 4000 30
36 1000 20
37 1000 100
38 4000 100
39 2000 100
40 1000 50
41 3000 30
42 2000 90
43 1000 30
44 4000 50
45 3000 10
