10 100
1 1000 90
2 2000 70
3 3000 60
4 2000 60
5 3000 100
6 3000 70
7 3000 30
8 4000 70
9 3000 40
10 2000 100
11 4000 60
12 4000 40
13 3000 20
14 3000 50
15 2000 80
16 3000 100
17 2000 50
18 2000 50
19 3000 20
20 4000 100
21 2000 100
22 2000 60
23 1000 90
24 4000 80
25 1000 100
26 2000 90
27 2000 70
28 1000 60
29 3000 10
30 4000 70
31 3000 60
32 4000 60
33 4000 50
34 2000 100
35 3000 40
36 1000 90
37 4000 70
38 2000 50
39 4000 70
40 1000 100
41 4000 90
42 4000 10
43 4000 50
44 3000 70
45 2000 80
46 1000 50
47 2000 100
48 2000 50
