10 100
1 4000 90
2 4000 100
3 1000 30
4 3000 50
5 4000 40
6 4000 100
7 2000 30
8 3000 20
9 3000 100
10 4000 20
11 4000 60
12 2000 30
13 4000 50
14 3000 40
15 3000 20
16 3000 40
17 2000 70
18 2000 60
19 4000 20
20 3000 100
21 1000 70
22 3000 70
23 1000 70
24 3000 10
25 4000 10
26 3000 70
27 4000 20
28 2000 90
29 2000 60
30 2000 20
31 2000 50
32 3000 70
33 3000 20
34 2000 50
35 1000 30
36 2000 40
37 1000 70
38 2000 20
39 1000 100
40 2000 10
41 2000 70
42 1000 80
43 4000 80
44 2000 80
45 4000 10
46 3000 100
47 3000 80
48 1000 100
