10 100
1 2000 50
2 2000 90
3 4000 30
4 1000 50
5 4000 50
6 1000 40
7 1000 20
8 3000 10
9 3000 10
10 3000 30
11 4000 100
12 3000 20
13 1000 80
14 3000 60
15 3000 90
16 1000 10
17 2000 50
18 2000 50
19 3000 50
20 2000 40
21 1000 10
22 2000 20
23 1000 80
24 2000 10
25 3000 70
26 1000 60
27 1000 100
28 2000 80
29 4000 80
30 3000 20
31 2000 100
32 4000 30
33 3000 50
34 2000 50
35 2000 50
36 3000 90
37 3000 60
38 4000 10
39 3000 80
40 4000 40
41 3000 80
42 2000 40
43 1000 90
44 4000 70
45 1000 80
46 4000 40
47 3000 30
48 3000 40
