10 100
1 1000 100
2 2000 80
3 3000 50
4 4000 40
5 1000 100
6 2000 30
7 3000 30
8 4000 20
9 1000 60
10 2000 80
11 2000 50
12 2000 60
13 4000 100
14 3000 10
15 2000 50
16 4000 20
17 1000 70
18 1000 100
19 3000 90
20 3000 20
21 2000 40
22 1000 10
23 4000 100
24 1000 30
25 4000 90
26 3000 90
27 3000 40
28 4000 50
29 4000 10
30 1000 10
31 4000 90
32 2000 10
33 3000 40
34 3000 100
35 4000 60
36 1000 40
37 2000 80
38 3000 60
39 4000 100
40 1000 60
41 3000 80
42 2000 40
43 2000 20
44 4000 60
45 2000 80
46 4000 10
47 2000 10
48 4000 30
49 2000 20
50 4000 80
