10 100
1 3000 100
2 3000 20
3 3000 40
4 1000 90
5 2000 30
6 1000 70
7 2000 70
8 1000 100
9 2000 20
10 4000 50
11 1000 90
12 3000 80
13 4000 30
14 4000 10
15 3000 90
16 2000 60
17 4000 30
18 4000 30
19 1000 70
20 2000 20
21 2000 90
22 1000 30
23 1000 40
24 3000 60
25 2000 100
26 1000 40
27 4000 10
28 4000 70
29 2000 20
30 1000 10
31 2000 90
32 3000 20
33 4000 60
34 3000 100
35 4000 60
36 4000 60
37 4000 30
38 4000 30
39 1000 10
40 1000 60
41 2000 100
42 1000 40
43 2000 20
44 1000 30
45 2000 10
46 1000 40
47 4000 40
48 4000 30
