10 100
1 3000 20
2 2000 20
3 4000 20
4 4000 100
5 3000 70
6 2000 90
7 2000 80
8 4000 70
9 3000 60
10 4000 50
11 2000 30
12 3000 20
13 1000 80
14 3000 30
15 3000 100
16 4000 60
17 2000 100
18 4000 20
19 2000 20
20 3000 80
21 3000 30
22 2000 40
23 3000 10
24 4000 40
25 2000 90
26 2000 70
27 2000 20
28 4000 100
29 4000 80
30 3000 20
31 4000 20
32 4000 40
33 3000 60
34 1000 80
35 1000 70
36 3000 70
37 1000 100
38 1000 20
39 3000 40
40 2000 90
41 2000 20
42 4000 50
43 2000 60
44 4000 40
45 2000 90
46 1000 50
47 1000 40
